pid,Review Text,Review Rating,Review Date,Reviewer Name
REMGAXA4GM4XUFZF,Not working remot control,2,20-07-2025,Mallappa bhimanna Wari
REMGAXA4GM4XUFZF,Super,5,17-07-2025,Flipkart Customer
REMGAXA4GM4XUFZF,"Nice product, value for money",5,15-07-2025,Lalit Sharma
REMGAXA4GM4XUFZF,Very happy,5,01-07-2025,Flipkart Customer
REMGAXA4GM4XUFZF,Good product bill quality awesome,5,01-07-2025,prasannkumar kumar
REMGAXA4GM4XUFZF,Pairing is not happening with Tv. Really bad experience.,1,01-07-2025,Flipkart Customer
REMGAXA4GM4XUFZF,Amazing proformance,5,01-07-2025,Flipkart Customer
REMGAXA4GM4XUFZF,very bad product it is work automatically without using,1,01-07-2025,mithilesh kumar
REMGAXA4GM4XUFZF,I one month it has stopped working,1,01-07-2025,dinesh singh
REMGAXA4GM4XUFZF,"Some time remote
Late working",1,01-07-2025,Sundar P
REMGAXA4GM4XUFZF,"Very bad product,voice command not working",1,01-07-2025,Tejasvi Billore
REMGAXA4GM4XUFZF,"Look wise ok ,works good for now, lets see what happens",4,01-07-2025,Flipkart Customer
REMGAXA4GM4XUFZF,This is very nice,5,01-07-2025,Rahul D
REMGAXA4GM4XUFZF,Not working.,1,01-07-2025,RAHUL RAHUL
REMGAXA4GM4XUFZF,Very good remote control... thanks flipkart,5,01-07-2025,CLal Chhuanawma
REMGAXA4GM4XUFZF,Very dirty,3,01-07-2025,Reena Pal
REMGAXA4GM4XUFZF,Nice product,5,01-07-2025,abdul kader
REMGAXA4GM4XUFZF,It works properly,5,01-07-2025,Sheela Vishwakarma
REMGAXA4GM4XUFZF,Best remote for mi box,5,01-07-2025,Sumit
REMGAXA4GM4XUFZF,Very good super,5,01-07-2025,Premalatha Customer
REMGAXA4GM4XUFZF,Rcvd same as picture nd also smooth in working. It also supported for mi 4A led tv. Go for it.,5,01-07-2025,Kaur Gurpreet
REMGAXA4GM4XUFZF,Works as expected.,5,01-06-2025,Biju Mani
REMGAXA4GM4XUFZF,Is not connecting not working very bad attem,1,01-06-2025,Tarun Chintu
REMGAXA4GM4XUFZF,Working is good,5,01-06-2025,SHIVA GAYALA
REMFERNGKUVENVWQ,"very nice airtel
remote",5,01-08-2021,Anshu Kumar
REMFERNGKUVENVWQ,Remote working properly and also the delivery boy is very good,5,01-10-2021,Flipkart Customer
REMFERNGKUVENVWQ,Almost good product,5,01-01-2022,Sourav Jha
REMFERNGKUVENVWQ,Nice product,4,01-06-2020,Jitendra Verma
REMFERNGKUVENVWQ,Perfect matched with my old airtel digital tv remote wonderful product. And also worked very well 🤩,5,01-02-2022,Riya Kumari
REMFERNGKUVENVWQ,Good product,4,01-12-2022,Satish Palina satish
REMFERNGKUVENVWQ,"Very good
100% Original product",4,01-05-2022,Ramesh K
REMFERNGKUVENVWQ,Good delivery good prodect,4,01-11-2021,K devi k surya K devi k surya
REMFERNGKUVENVWQ,It is working fine,4,01-09-2021,Flipkart Customer
REMFERNGKUVENVWQ,"Good Item,Quality Product",4,01-07-2021,ashfak Boliyar
REMFERNGKUVENVWQ,Nice product in this price range.working properly with sd box.,4,01-03-2021,Riyaz Tak
REMFERNGKUVENVWQ,Very good,5,01-12-2022,JAY SHANKAR KUMAR
REMFERNGKUVENVWQ,Nice but product quality poor,5,01-12-2022,SAKTHIVEL GOVINDAN
REMFERNGKUVENVWQ,Vry nice,5,01-11-2022,suraj molla
REMFERNGKUVENVWQ,Working as expected. Value for money. Original. Quality is very good.,5,01-10-2022,Pawan Kumar
REMFERNGKUVENVWQ,Good quality and working properly,5,01-08-2022,manish saxena
REMFERNGKUVENVWQ,Love,5,01-07-2022,Flipkart Customer
REMFERNGKUVENVWQ,I like it,5,01-07-2022,Dharmendra Kumar
REMFERNGKUVENVWQ,Nice same to previous remote,5,01-06-2022,Kiran singh
REMFERNGKUVENVWQ,Nice remote,5,01-05-2022,Pranjal Suryavanshi
REMFERNGKUVENVWQ,Good quality,5,01-05-2022,Deepak PATIL
REMFERNGKUVENVWQ,Very nicely done,5,01-05-2022,Start Sethy
REMFERNGKUVENVWQ,"Remote is working properly
You can buy it",5,01-05-2022,Flipkart Customer
REMFERNGKUVENVWQ,Working perfectly fine for our Airtel DTH Set Top Box.,5,01-04-2022,Nidhi Chawla
REMFERNGKUVENVWQ,Excellent,5,01-03-2022,Vijay Soni
REMFERNGKUVENVWQ,Nice original remote worked well with the Airtel dth box. Came in good packing and also had batteries,5,01-01-2022,Tarun
REMFERNGKUVENVWQ,"Appears good, started using out of the box after putting two AAA cells supplied with pack without any pairing required. Great product reasonably priced.",5,01-01-2022,Vijay Jha
REMFERNGKUVENVWQ,Very good product,5,01-12-2021,Randhir singh Sarao
REMFERNGKUVENVWQ,Best and original product,5,01-12-2021,Parvesh Kumar
REMFERNGKUVENVWQ,Product is good but delivery take time,5,01-11-2021,Flipkart Customer
REMFERNGKUVENVWQ,Nice product and good packing,5,01-09-2021,Flipkart Customer
REMFERNGKUVENVWQ,Works as it Should,5,01-09-2021,Parimal Saha
REMFERNGKUVENVWQ,Very nice product.,5,01-09-2021,Flipkart Customer
REMFERNGKUVENVWQ,Nice Products,5,01-07-2021,Vijay Singh
REMFERNGKUVENVWQ,Happy,5,01-07-2021,Flipkart Customer
REMFERNGKUVENVWQ,Very Good,5,01-06-2021,Sagar Koli
REMFERNGKUVENVWQ,It's good,5,01-01-2021,UPENDRA SINHA
REMFERNGKUVENVWQ,Remote is working very good,5,01-01-2021,Yadunandan Sharma
REMFERNGKUVENVWQ,Average quality,3,01-11-2022,Dheeraj Kumar
REMFERNGKUVENVWQ,Good .but delivered too late.,3,01-09-2022,Flipkart Customer
REMFERNGKUVENVWQ,It can't pair with LG TV remote,3,01-05-2022,Amit Kumar
REMFERNGKUVENVWQ,It's ready to ok,3,01-01-2022,Naveed Khan
REMFERNGKUVENVWQ,Thanks,3,01-01-2022,Flipkart Customer
REMFERNGKUVENVWQ,Notworking well.. Some times flashing,3,01-12-2021,Vishnumurthy Abhimalla
REMFERNGKUVENVWQ,Power On button not working,3,01-03-2021,Ranvir Singh
REMFERNGKUVENVWQ,Very very Bad,3,01-11-2020,Ashok Kumar
REMFERNGKUVENVWQ,working osm,3,01-05-2019,Vignesh Erpula
REMFERNGKUVENVWQ,Great product and original,4,05-08-2025,Priyanka Borgohain
REMFERNGKUVENVWQ,It's ok,5,02-08-2025,SHARAD JAMDAR
REMFERNGKUVENVWQ,Working perfectly,5,25-07-2025,Anil Kishore
REMGZYFYGUEYQ6QU,"No home button,rough n lot of noise while operating,not smooth,waste",3,09-08-2025,Flipkart Customer
REMGZYFYGUEYQ6QU,Excellent,5,09-08-2025,Flipkart Customer
REMGZYFYGUEYQ6QU,Working good for y plus series,5,02-08-2025,Mr Sudhanshu Gajbhiye
REMGZYFYGUEYQ6QU,"Rs.180
Very good product",4,23-07-2025,Syed Faizan ali
REMGZYFYGUEYQ6QU,Nice its working,4,01-07-2025,Kumar talari
REMGZYFYGUEYQ6QU,"Remote is ok but, buttons are too noisy",3,01-07-2025,amulya jena
REMGZYFYGUEYQ6QU,Normal,3,01-06-2025,Rambabu Pentapalli
REMGZYFYGUEYQ6QU,Very good,5,01-05-2025,Sana Siddiqui
REMH3YJMHHUMJ4BY,Very good connectivity. Nice quality,5,01-06-2025,Flipkart Customer
REMH3YJMHHUMJ4BY,"Very good
Button response is a bit lagging",4,01-07-2025,Pranav Satardekar
REMH3YJMHHUMJ4BY,Product goo,3,01-06-2025,Dibyajyoti Saikia
REMH3YJMHHUMJ4BY,Nice,5,01-06-2025,Bindu Daga
REMH3YJMHHUMJ4BY,Best one,5,01-04-2025,Vivek Singh
REMH3YJMHHUMJ4BY,Should press more to oper,3,01-04-2025,Flipkart Customer
REMH3YJMHHUMJ4BY,Tq all patten Wrk,5,01-02-2025,Sulthana bugum
WSLFCN7MZVGJW3ZC,Super.... Good,4,01-03-2021,MURALI MADIKAI
WSLFCN7MZVGJW3ZC,Amazing experience..very accurate,4,01-12-2022,Siddharth Raghuwanshi
WSLFCN7MZVGJW3ZC,"Good product 
Value for money",5,01-06-2022,Adi Narayana
WSLFCN7MZVGJW3ZC,Built Quality is not good but performance is good.,4,01-08-2021,Saumyadyuti Saha
WSLFCN7MZVGJW3ZC,"The moto is quiet satisfied as it measures the weight nearly accurate. I tried several items and it us nearly accurate.
please ensure to use safely as the plastic is low quality and may get disbalance or broken. i got at price 275 so will wait upton when it will last.

basic kitchen purpose will fullfill but not heavy usuage.",4,01-10-2021,Akshay Beniwal
WSLFCN7MZVGJW3ZC,Happy. Castmer,5,01-12-2020,Flipkart Customer
WSLFCN7MZVGJW3ZC,"Must try!!! Good one to weigh things..
Super weighing machine",5,01-01-2021,Boby Raj
WSLFCN7MZVGJW3ZC,"100% Accurate 
Best for home kitchen",5,01-09-2022,Ashish Ranjan
WSLFCN7MZVGJW3ZC,Small size,3,01-03-2021,Jafar Sadiq
WSLFCN7MZVGJW3ZC,"Nice product 
So useful products",4,01-06-2021,Sachin Verma
WSLFCN7MZVGJW3ZC,Excellent product best wishes for the manufacturer you and your team are doing good job,5,01-06-2020,Farooq Ahmed
WSLFCN7MZVGJW3ZC,excellent product. Recommended,5,01-04-2021,Arpita Sarkar
WSLFCN7MZVGJW3ZC,Best products in this price,4,01-03-2021,Amit Kumar
WSLFCN7MZVGJW3ZC,"Just blindly go for it.
Measurements are so precise.
I am making my cake perfectly with the help of this one.",5,01-10-2023,SURIYA.R
WSLFCN7MZVGJW3ZC,"Best in this price
Best for 10 kg",5,01-09-2021,Mahmood Ansari
WSLFCN7MZVGJW3ZC,Too small & very lite wait,3,01-11-2021,Pallab Shill
WSLFCN7MZVGJW3ZC,Fabulous purchase.,5,01-01-2022,Mrs .Nazia Zafar
WSLFCN7MZVGJW3ZC,"Capacity is not 10 kg, no where it is mentioned in specification. giving wrong info on product description. It doesn't show exact weight, i have tested for various products.",2,01-05-2021,Vinay Ajmire
WSLFCN7MZVGJW3ZC,Nice product,5,01-06-2021,Shahruk
WSLFCN7MZVGJW3ZC,After 1 months it still working fine,5,01-02-2024,Arbaz Khan
WSLFCN7MZVGJW3ZC,Excellent product,5,01-12-2020,Flipkart Customer
WSLFCN7MZVGJW3ZC,Quality is not good,2,01-06-2020,Flipkart Customer
WSLFCN7MZVGJW3ZC,OK ok,3,01-08-2021,lucky subudhi
WSLFCN7MZVGJW3ZC,Best for AC technician to weight refrigerant gas.,5,01-04-2021,Syed Imran Ahmad
WSLFCN7MZVGJW3ZC,"This machine is good ..... accurate.
Good for this price",4,01-06-2024,Flipkart Customer
WSLFCN7MZVGJW3ZC,GD product,4,01-03-2024,Ansuman Samal
WSLFCN7MZVGJW3ZC,Measures accurately... the body of the weighing scale could hv been a better quality... can see the wires as there's a huge gap between,4,01-02-2024,Divya Ajithkumar
WSLFCN7MZVGJW3ZC,Good,4,01-02-2024,Jayanta Pal
WSLFCN7MZVGJW3ZC,Good work,4,01-02-2024,Flipkart Customer
WSLFCN7MZVGJW3ZC,Super,4,01-02-2024,Flipkart Customer
WSLFCN7MZVGJW3ZC,Awesome Product. 🤩,4,01-01-2024,Sandeep Kumar C B
WSLFCN7MZVGJW3ZC,Good product,4,01-01-2024,Ananthakrishnan MS
WSLFCN7MZVGJW3ZC,"Vary nice product, I'm happy",4,01-01-2024,Isahan Khan
WSLFCN7MZVGJW3ZC,"Item is good as compared to rate
Specially for gym purposes",4,01-12-2023,Harish Kumar dhama
WSLFCN7MZVGJW3ZC,Good Product,4,01-12-2023,Dipankar Sarkar
WSLFCN7MZVGJW3ZC,Not Bad,4,01-12-2023,Arijit De
WSLFCN7MZVGJW3ZC,Very nice product and good quality,4,01-12-2023,Sukhman Singh
WSLFCN7MZVGJW3ZC,Nice and tiny product.value for money.avarage build quality.,4,01-11-2023,Goddumarri Triloknath
WSLFCN7MZVGJW3ZC,Superb,4,01-09-2022,Flipkart Customer
WSLFCN7MZVGJW3ZC,Ok product,4,01-07-2022,Debanjan Jana
WSLFCN7MZVGJW3ZC,Very super excited,5,01-12-2020,Flipkart Customer
WSLFCN7MZVGJW3ZC,"Battery holder is not ok..after inserted batteries we need to hold it until close the cover..or else its jumping out due to spring allignment..

Other than that nice product..",3,01-03-2025,Manikandan A
WSLFCN7MZVGJW3ZC,Plastic should be little good quality..,3,01-03-2024,WASEEM AHMAD
WSLFCN7MZVGJW3ZC,Measurement change every time,3,01-02-2024,Nishant Saini
WSLFCN7MZVGJW3ZC,Thanks Ekart,3,01-02-2024,Arvind Sahu
WSLFCN7MZVGJW3ZC,"Build quality is quite poor and it show the accurate weight
Good product according to the price point",3,01-02-2024,Ramaiah Ramu
WSLFCN7MZVGJW3ZC,"Worth the cost..
But I recommend buying a better build quality",3,01-02-2024,Mairajuddin Tantray
WSLFCN7MZVGJW3ZC,Build quality not good,3,01-01-2024,Aman Akay
WSLFCN7MZVGJW3ZC,"It is working fine, but the quality of the buttons are little low.",3,01-01-2024,Balaji Nanthakumar
WSLFCN7MZVGJW3ZC,"Okk,but its very low quality",3,01-01-2024,Flipkart Customer
REMGDKY5JDVJTKFX,It's vey good it,4,01-05-2022,Flipkart Customer
REMGDKY5JDVJTKFX,Very nice,4,01-07-2022,Anand Kumar
REMGDKY5JDVJTKFX,It working perfectly,4,01-06-2024,Anuraj A
REMGDKY5JDVJTKFX,Good  remote,4,01-03-2024,Birendar Ram
REMGDKY5JDVJTKFX,The product response is slow,3,01-05-2025,KUSUMA M KUSUMA M
REMGDKY5JDVJTKFX,Very bad,1,01-01-2023,Flipkart Customer
REMGDKY5JDVJTKFX,Very good product,5,01-10-2024,Flipkart Customer
REMGDKY5JDVJTKFX,Superb,5,01-04-2024,Ranjan Karangiya
REMGDKY5JDVJTKFX,Very nice product,5,12-08-2025,ASHOK KUMAR PATI
REMGDKY5JDVJTKFX,Not working,1,10-08-2025,Shahid Moh
REMGDKY5JDVJTKFX,"Use only one week
Remot not working",1,09-08-2025,Ramesh Cs
REMGDKY5JDVJTKFX,Very poor quality don't work,1,08-08-2025,Aditya Jain
REMGDKY5JDVJTKFX,Good but rate higher,3,05-08-2025,Ganesh Salaskar
REMGDKY5JDVJTKFX,Don't by not working,1,31-07-2025,Flipkart Customer
REMGDKY5JDVJTKFX,"It's good product, best quality",4,24-07-2025,Baibasita Sa
REMGDKY5JDVJTKFX,Good products,4,16-07-2025,Flipkart Customer
REMGDKY5JDVJTKFX,Remote working not good,1,01-07-2025,Flipkart Customer
REMGDKY5JDVJTKFX,"Not at all compatible with MI TV.
I bought it but after 3 days it stopped working.",1,01-07-2025,Rajib Datta
REMGDKY5JDVJTKFX,After two weeks the remote is not working properly.,1,01-07-2025,Flipkart Customer
REMGDKY5JDVJTKFX,15 days not working,1,01-07-2025,Tamil KMC
REMGDKY5JDVJTKFX,Not working for mi 4a 32 inch,3,01-07-2025,V S M K
REMGDKY5JDVJTKFX,not connected,1,01-07-2025,Mukesh swami
REMGDKY5JDVJTKFX,It's not working,1,01-07-2025,Flipkart Customer
REMGDKY5JDVJTKFX,"dont buy lasted not even for a month, waste of money.",1,01-07-2025,Yogesh Gulia
REMGDKY5JDVJTKFX,"6to7 time to pair with the tv in a single month , and it's repeated . Every month.",3,01-07-2025,Anil Kanta Behera
REMGDKY5JDVJTKFX,best remote like old mi remote ..,5,01-06-2025,Ankit t
REMGDKY5JDVJTKFX,Not connecting.,1,01-06-2025,Ratheep Palakkal
REMGDKY5JDVJTKFX,Good product,4,01-06-2025,Dhivyalakshmi Anandan
REMGDKY5JDVJTKFX,Very good,5,01-06-2025,Mahira Ali
REMGDKY5JDVJTKFX,Waste product with in a week it is not working..,1,01-06-2025,Flipkart Customer
REMGDKY5JDVJTKFX,Doesn't work at all.,1,01-06-2025,Jyothsna.R Customer
REMGDKY5JDVJTKFX,This is very high quality remote,5,01-05-2025,Taranjot Singh
REMGDKY5JDVJTKFX,Good Product,5,01-05-2025,Amin Raeen
REMGDKY5JDVJTKFX,Nice value for money,3,01-05-2025,Talha Vin
REMGDKY5JDVJTKFX,Is a very good quality product thank you Flipkart,5,01-04-2025,Wasim Shaikh
REMGDKY5JDVJTKFX,Original piece,5,01-04-2025,sunil kant
REMGDKY5JDVJTKFX,Not working bought one month back,1,01-04-2025,Girisha K H Giri
REMGDKY5JDVJTKFX,Very bad product,2,01-04-2025,Nilu Mishra
REMGDKY5JDVJTKFX,Third class product,1,01-04-2025,Flipkart Customer
REMGDKY5JDVJTKFX,I have ordered but it's not working,1,01-04-2025,Mohammed Suhail
REMGDKY5JDVJTKFX,It's not wo,1,01-04-2025,Ravi sekhar Reddy Kachireddy
REMGDKY5JDVJTKFX,Very bad product only 7 days working and no working after 7 days waste of money,1,01-04-2025,Ravi Jain
REMGDKY5JDVJTKFX,Best but Mike is not worked and all remote control is besta,4,01-04-2025,Naitik Rawat
REMGDKY5JDVJTKFX,Best product,5,01-03-2025,Datta
REMGDKY5JDVJTKFX,Thank Flipkart Good,5,01-03-2025,Tamblin Sangma
REMGDKY5JDVJTKFX,All good,4,01-02-2025,Rajiv ale
REMGDKY5JDVJTKFX,Super quality,5,01-02-2025,Rambabu Siripurapu
REMGDKY5JDVJTKFX,Good Product.....,3,01-02-2025,Ganesh Sathe
REMGDKY5JDVJTKFX,Good item,5,01-01-2025,Rakesh kumar Mehta
REMGDKY5JDVJTKFX,Best quality item,5,01-01-2025,Suryansh Omar
REMGHSNWXVJ5C9FY,Good product thanks to Flipkart,4,01-01-2023,Vijay Kumar Burepalli
REMGHSNWXVJ5C9FY,Thanks flipkart,5,01-03-2023,shishir sahoo
REMGHSNWXVJ5C9FY,"Only Voice Assistant not working but All working Properly....Build quality May improved otherwise I
Love it.",4,01-12-2024,Joy Mondal
REMGHSNWXVJ5C9FY,Good product,3,01-02-2025,Abhishek Ranjan
REMGHSNWXVJ5C9FY,Bottom are hard,3,01-01-2024,Mrinmay Bente
REMGHSNWXVJ5C9FY,Smooth one,5,01-02-2023,NUTAN KUMAR
REMGHSNWXVJ5C9FY,Di not bluetooth connect,2,01-03-2023,Rãjësh Batham
REMGHSNWXVJ5C9FY,Good product nice working very smooth,5,01-11-2023,Chintham Rakesh
REMGHSNWXVJ5C9FY,Very good quality and work very fine,5,01-05-2024,Flipkart Customer
REMGHSNWXVJ5C9FY,"not connecting all botton to TV only few bottons like volume, mute ....",1,01-10-2023,Sivaiah M
REMGHSNWXVJ5C9FY,It jst worked only 4 days perfectly,2,01-01-2024,Flipkart Customer
REMGHSNWXVJ5C9FY,Not good as expected...,2,01-05-2023,Flipkart Customer
REMGHSNWXVJ5C9FY,Defective product,1,12-08-2025,Neeraj Soni
REMGHSNWXVJ5C9FY,Not Compatible,1,24-07-2025,Mandeep Singh
REMGHSNWXVJ5C9FY,soper ok,5,24-07-2025,Noor Alam
REMGHSNWXVJ5C9FY,Bad quality buttons feel to squeeze and not connecting with the tv,1,22-07-2025,Rishabh Mishra
REMGHSNWXVJ5C9FY,Not work,2,21-07-2025,Neha Solanki
REMGHSNWXVJ5C9FY,Not working after 2 months,1,01-07-2025,P.k Subudhi
REMGHSNWXVJ5C9FY,Ok good,4,01-07-2025,C.Krishnan C.krishnan
REMGHSNWXVJ5C9FY,Not working,1,01-07-2025,Flipkart Customer
REMGHSNWXVJ5C9FY,Too good its voice assistant also work,4,01-07-2025,Flipkart Customer
REMGHSNWXVJ5C9FY,Bad connection very very,2,01-07-2025,SANJIB SARKAR
REMGHSNWXVJ5C9FY,Not connected only remote,3,01-07-2025,EPS Mani
REMGHSNWXVJ5C9FY,Good product but Google assistant key not working,4,01-07-2025,Ajay Maurya
REMGHSNWXVJ5C9FY,Product quality was poor,2,01-06-2025,Gaurav Singh
REMGHSNWXVJ5C9FY,The product is good in quality and functional. Working fine with my TV.,5,01-06-2025,Sandeep Kumar
REMGHSNWXVJ5C9FY,Nice product,5,01-06-2025,Flipkart Customer
REMGHSNWXVJ5C9FY,Keys not working properly veery poor performance,1,01-05-2025,Sahil Prajapati
REMGHSNWXVJ5C9FY,Works perfectly with my Realme T.V but say goodbye to voice commands this remote doesn't have the function of voice commands as the original remote which comes with the TV,5,01-05-2025,Jerome James
REMGHSNWXVJ5C9FY,It's working perfectly,5,01-05-2025,Flipkart Customer
REMGHSNWXVJ5C9FY,"Too good, working fine with my Realme Smart TV.",5,01-05-2025,Nirmal Raj
REMGHSNWXVJ5C9FY,Just ok,3,01-05-2025,Selvakumar Customer
REMGHSNWXVJ5C9FY,Very nice  and super,5,01-05-2025,AJAY RAJAK
REMGHSNWXVJ5C9FY,It is not working for monitoring the TV.,1,01-05-2025,DEBDAS GHOSH
REMGHSNWXVJ5C9FY,Best remote nice working value for money,5,01-05-2025,SHAIK MUSTAFA
REMGHSNWXVJ5C9FY,Very good in very less price,5,01-05-2025,Sanjay Shah
REMGHSNWXVJ5C9FY,Best of all in this price ran6,5,01-05-2025,Ashutosh Shaurya
REMGHSNWXVJ5C9FY,Good one,5,01-05-2025,Bansury
REMGHSNWXVJ5C9FY,Not working properly.,1,01-05-2025,GD Makkar
REMGHSNWXVJ5C9FY,Proper Working on four days after not working proper,1,01-05-2025,SHASHI BHUSHAN SHARMA
REMGHSNWXVJ5C9FY,Nise working.i have been using for last 5 to 6 days. Now it is working without any issue.,5,01-04-2025,Shantanu Chatterjee
REMGHSNWXVJ5C9FY,Bad Quality,1,01-04-2025,Flipkart Customer
REMGHSNWXVJ5C9FY,Good....,3,01-04-2025,Shubham Choubey Brahmin
REMGHSNWXVJ5C9FY,Best for this pr,4,01-04-2025,Rajeev Raj Aditya
REMGHSNWXVJ5C9FY,Good working,5,01-04-2025,Homnath Ghimire
REMGHSNWXVJ5C9FY,Remote not working,1,01-03-2025,Mohammad Rafeeq
REMGHSNWXVJ5C9FY,Good work,5,01-03-2025,Flipkart Customer
REMGHSNWXVJ5C9FY,Very good product,4,01-03-2025,Flipkart Customer
REMGHSNWXVJ5C9FY,Good product working well,3,01-02-2025,Aakash Sahu
REMGHSNWXVJ5C9FY,Poor quality,1,01-02-2025,Imran Khan
WSLGYSZQZDZU973D,"I like this machine
It's caught a ryt weight of any object
Thnk u flipkart",4,01-02-2022,Flipkart Customer
WSLGYSZQZDZU973D,Very good product.,5,01-02-2022,Sourav HaZra
WSLGYSZQZDZU973D,Nice product,5,01-01-2022,Flipkart Customer
WSLGYSZQZDZU973D,It's accurate...Great product,5,01-03-2022,Dr. zaffer
WSLGYSZQZDZU973D,Best product,5,01-02-2022,Dipankar Saha
WSLGYSZQZDZU973D,"Very nice product, easy to use and it works by putting 2 cells",4,01-03-2022,Flipkart Customer
WSLGYSZQZDZU973D,Good product,4,01-04-2022,Saifuddin Ahmed
WSLGYSZQZDZU973D,Nice Product & Delivery is also very good,4,01-04-2022,Flipkart Customer
WSLGYSZQZDZU973D,Very Usefull product and very nice packing,4,01-02-2022,Harshil Soni
WSLGYSZQZDZU973D,Product is good,3,01-08-2023,Flipkart Customer
WSLGYSZQZDZU973D,Good,5,01-07-2022,Santhosh Raj Kunjachan
WSLGYSZQZDZU973D,"Filpkart your all products so nice so beautiful
Iam so happy thanks Filpkart",5,01-05-2022,Asma Amatul Mateen
WSLGYSZQZDZU973D,"Super  good product
This product right weight",3,01-05-2022,Naresh Nani
WSLGYSZQZDZU973D,"Perfect product
Thank you Flipkart",5,01-05-2022,Saif Ali
WSLGYSZQZDZU973D,As usual very good product.. and easily usable,5,01-04-2022,bhargava keshetty
WSLGYSZQZDZU973D,It's good but very delicate. Does serve the actual purpose of measuring food and is quite accurate.,3,01-04-2022,Dhruba Barooah
WSLGYSZQZDZU973D,Good condition nice product best prize,5,01-03-2022,Flipkart Customer
WSLGYSZQZDZU973D,Very very good,5,01-02-2022,Sarbar Hussain
WSLGYSZQZDZU973D,Wow it comes good thanku flipcart for this product,5,01-02-2022,Ritu Jindal
WSLGYSZQZDZU973D,Amazing product you can go for it,4,01-03-2022,Shoaib Shaikh
WSLGYSZQZDZU973D,Super working quality is good.,4,01-03-2022,vijay kumar
WSLGYSZQZDZU973D,I like it,4,01-03-2022,Flipkart Customer
WSLGYSZQZDZU973D,good very,4,01-02-2022,Flipkart Customer
WSLGYSZQZDZU973D,I like it .... very good product ...,5,01-04-2022,Aslam
WSLGYSZQZDZU973D,I got a bad product.... It is turning off frequently. I don't get any time to measure anything.... It is turning off🥺🥺,1,01-03-2022,Sandra Raman
WSLGYSZQZDZU973D,OK Okey,3,11-08-2025,Flipkart Customer
WSLGYSZQZDZU973D,This is a very good scale I am very satisfied with this scale,4,08-08-2025,juned shaikh
WSLGYSZQZDZU973D,Superb,5,08-08-2025,Priyanka Das
WSLGYSZQZDZU973D,Good product working as per the description,4,05-08-2025,Abhishek
WSLGYSZQZDZU973D,It was so good and there were 2 battery cells also available thanks flipkart,5,31-07-2025,Flipkart Customer
WSLGYSZQZDZU973D,Accurate wait,5,29-07-2025,Vishnu
WSLGYSZQZDZU973D,Build quality is very poor otherwise everything is perfect,3,26-07-2025,Vigneshwaran Jayamurugan
WSLGYSZQZDZU973D,Excellent. 1000% worth for me,5,19-07-2025,Flipkart Customer
